
Running FIFO Algorithm Simulation
Time	Process	Page	Result	Evicted
0.8	M	25	HIT	-
0.9	M	25	HIT	-
1.0	P	Enter	5	3	<MMMM................................................................................................>

1.0	P	0	MISS	-
1.0	C	Enter	11	3	<MMMMP...............................................................................................>

1.0	C	0	MISS	-
1.0	G	Enter	31	4	<MMMMPC..............................................................................................>

1.0	G	0	MISS	-
1.0	R	Enter	5	5	<MMMMPCG.............................................................................................>

1.0	R	0	MISS	-
1.0	F	Enter	31	2	<MMMMPCGR............................................................................................>

1.0	F	0	MISS	-
1.0	M	24	MISS	-
1.0	P	3	MISS	-
1.0	C	2	MISS	-
1.0	G	28	MISS	-
1.0	R	0	HIT	-
1.0	F	28	MISS	-
1.1	M	27	MISS	-
1.1	P	3	HIT	-
1.1	C	3	MISS	-
1.1	G	29	MISS	-
1.1	R	4	MISS	-
1.1	F	27	MISS	-
1.2	M	27	HIT	-
1.2	P	1	MISS	-
1.2	C	2	HIT	-
1.2	G	28	HIT	-
1.2	R	0	HIT	-
1.2	F	28	HIT	-
1.3	M	28	MISS	-
1.3	P	1	HIT	-
1.3	C	1	MISS	-
1.3	G	28	HIT	-
1.3	R	0	HIT	-
1.3	F	28	HIT	-
1.4	M	2	HIT	-
1.4	P	0	HIT	-
1.4	C	0	HIT	-
1.4	G	27	MISS	-
1.4	R	4	HIT	-
1.4	F	29	MISS	-
1.5	M	1	MISS	-
1.5	P	1	HIT	-
1.5	C	1	HIT	-
1.5	G	26	MISS	-
1.5	R	4	HIT	-
1.5	F	18	MISS	-
1.6	M	0	HIT	-
1.6	P	3	HIT	-
1.6	C	0	HIT	-
1.6	G	25	MISS	-
1.6	R	0	HIT	-
1.6	F	29	HIT	-
1.7	M	30	MISS	-
1.7	P	4	MISS	-
1.7	C	8	MISS	-
1.7	G	27	HIT	-
1.7	R	2	MISS	-
1.7	F	29	HIT	-
1.8	M	30	HIT	-
1.8	P	0	HIT	-
1.8	C	7	MISS	-
1.8	G	28	HIT	-
1.8	R	2	HIT	-
1.8	F	28	HIT	-
1.9	M	30	HIT	-
1.9	P	1	HIT	-
1.9	C	2	HIT	-
1.9	G	29	HIT	-
1.9	R	4	HIT	-
1.9	F	26	MISS	-
2.0	B	Enter	5	3	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCF..................................................................>

2.0	B	0	MISS	-
2.0	Z	Enter	31	3	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCFB.................................................................>

2.0	Z	0	MISS	-
2.0	I	Enter	17	2	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCFBZ................................................................>

2.0	I	0	MISS	-
2.0	M	24	HIT	-
2.0	P	3	HIT	-
2.0	C	1	HIT	-
2.0	G	30	MISS	-
2.0	R	0	HIT	-
2.0	F	7	MISS	-
2.0	B	2	MISS	-
2.0	Z	2	MISS	-
2.0	I	8	MISS	-
2.1	M	25	HIT	-
2.1	P	0	HIT	-
2.1	C	0	HIT	-
2.1	G	30	HIT	-
2.1	R	4	HIT	-
2.1	F	7	HIT	-
2.1	B	4	MISS	-
2.1	Z	2	HIT	-
2.1	I	8	HIT	-
2.2	M	25	HIT	-
2.2	P	4	HIT	-
2.2	C	1	HIT	-
2.2	G	29	HIT	-
2.2	R	0	HIT	-
2.2	F	16	MISS	-
2.2	B	3	MISS	-
2.2	Z	3	MISS	-
2.2	I	9	MISS	-
2.3	M	16	MISS	-
2.3	P	1	HIT	-
2.3	C	2	HIT	-
2.3	G	4	MISS	-
2.3	R	4	HIT	-
2.3	F	16	HIT	-
2.3	B	4	HIT	-
2.3	Z	15	MISS	-
2.3	I	8	HIT	-
2.4	M	5	MISS	-
2.4	P	0	HIT	-
2.4	C	9	MISS	-
2.4	G	4	HIT	-
2.4	R	3	MISS	-
2.4	F	16	HIT	-
2.4	B	2	HIT	-
2.4	Z	10	MISS	-
2.4	I	6	MISS	-
2.5	M	6	MISS	-
2.5	P	4	HIT	-
2.5	C	8	HIT	-
2.5	G	5	MISS	-
2.5	R	4	HIT	-
2.5	F	17	MISS	-
2.5	B	1	MISS	-
2.5	Z	11	MISS	-
2.5	I	8	HIT	-
2.6	M	29	MISS	-
2.6	P	0	HIT	-
2.6	C	8	HIT	-
2.6	G	9	MISS	-
2.6	R	2	HIT	-
2.6	F	18	HIT	-
2.6	B	1	HIT	-
2.6	Z	12	MISS	-
2.6	I	8	HIT	-
2.7	M	30	HIT	-
2.7	P	1	HIT	-
2.7	C	9	HIT	-
2.7	G	10	MISS	-
2.7	R	0	HIT	-
2.7	F	17	HIT	-
2.7	B	1	HIT	-
2.7	Z	13	MISS	-
2.7	I	3	MISS	-
2.8	M	29	HIT	-
2.8	P	1	HIT	-
2.8	C	3	HIT	-
2.8	G	11	MISS	-
2.8	R	1	MISS	-
2.8	F	24	MISS	-
2.8	B	2	HIT	-
2.8	Z	21	MISS	-
2.8	I	6	HIT	-
2.9	M	29	HIT	-
2.9	P	3	HIT	-
2.9	C	2	HIT	-
2.9	G	29	HIT	-
2.9	R	3	HIT	-
2.9	F	1	MISS	-
2.9	B	1	HIT	-
2.9	Z	22	MISS	-
2.9	I	7	MISS	-
3.0	R	Enter	31	4	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCFBZIGFBZIBFBZIMGZMCRZIMGFBZMGZGZIGRFZFZI...........................>

3.0	R	0	HIT	-
3.0	D	Enter	11	3	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCFBZIGFBZIBFBZIMGZMCRZIMGFBZMGZGZIGRFZFZI...........................>

3.0	D	0	MISS	-
3.0	M	28	HIT	-
3.0	P	2	MISS	-
3.0	C	3	HIT	-
3.0	G	29	HIT	-
3.0	R	4	HIT	-
3.0	B	4	HIT	-
3.0	Z	21	HIT	-
3.0	I	8	HIT	-
3.0	R	28	MISS	-
3.0	D	6	MISS	-

3.0	F	Exit	31	2	<MMMMPCGRFMPCGFMCGRFPMCGFMGFGMPCRCFBZIGFBZIBFBZIMGZMCRZIMGFBZMGZGZIGRFZFZIDPRD.......................>
3.1	M	28	HIT	-
3.1	P	4	HIT	-
3.1	C	3	HIT	-
3.1	G	11	HIT	-
3.1	R	4	HIT	-
3.1	B	3	HIT	-
3.1	Z	7	MISS	-
3.1	I	8	HIT	-
3.1	R	29	MISS	-
3.1	D	7	MISS	-
3.2	M	28	HIT	-
3.2	P	3	HIT	-
3.2	C	5	MISS	-
3.2	G	12	MISS	-
3.2	R	0	HIT	-
3.2	B	3	HIT	-
3.2	Z	8	MISS	-
3.2	I	8	HIT	-
3.2	R	30	MISS	-
3.2	D	7	HIT	-
3.3	M	11	MISS	-
3.3	P	1	HIT	-
3.3	C	7	HIT	-
3.3	G	13	MISS	-
3.3	R	3	HIT	-
3.3	B	0	HIT	-
3.3	Z	8	HIT	-
3.3	I	7	HIT	-
3.3	R	30	HIT	-
3.3	D	6	HIT	-
3.4	M	13	MISS	-
3.4	P	2	HIT	-
3.4	C	10	MISS	-
3.4	G	4	HIT	-
3.4	R	4	HIT	-
3.4	B	4	HIT	-
3.4	Z	8	HIT	-
3.4	I	8	HIT	-
3.4	R	29	HIT	-
3.4	D	5	MISS	-
3.5	M	12	MISS	-
3.5	P	2	HIT	-
3.5	C	10	HIT	-
3.5	G	7	MISS	-
3.5	R	0	HIT	-
3.5	B	3	HIT	-
3.5	Z	16	MISS	-
3.5	I	8	HIT	-
3.5	R	29	HIT	-
3.5	D	0	HIT	-
3.6	M	10	MISS	-
3.6	P	2	HIT	-
3.6	C	0	HIT	-
3.6	G	23	MISS	-
3.6	R	1	HIT	-
3.6	B	4	HIT	-
3.6	Z	17	MISS	-
3.6	I	12	MISS	-
3.6	R	29	HIT	-
3.6	D	0	HIT	-
3.7	M	9	MISS	-
3.7	P	0	HIT	-
3.7	C	0	HIT	-
3.7	G	24	MISS	-
3.7	R	1	HIT	-
3.7	B	3	HIT	-
3.7	Z	16	HIT	-
3.7	I	13	MISS	-
3.7	R	28	HIT	-
3.7	D	9	MISS	-
3.8	M	10	HIT	-
3.8	P	1	HIT	-
3.8	C	1	HIT	-
3.8	G	23	HIT	-
3.8	R	0	HIT	-
3.8	B	2	HIT	-
3.8	Z	17	HIT	-
3.8	I	14	MISS	-
3.8	R	28	HIT	-
3.8	D	9	HIT	-
3.9	M	10	HIT	-
3.9	P	4	HIT	-
3.9	C	0	HIT	-
3.9	G	23	HIT	-
3.9	R	3	HIT	-
3.9	B	1	HIT	-
3.9	Z	25	MISS	-
3.9	I	15	MISS	-
3.9	R	27	MISS	-
3.9	D	8	MISS	-
4.0	G	22	MISS	-
4.0	R	0	HIT	-
4.0	B	0	HIT	-
4.0	Z	25	HIT	-
4.0	R	28	HIT	-
4.0	D	7	HIT	-

4.0	M	Exit	31	4	<IZIRDGGR.MPCG.MCGR.PMCG.MG.GMPCRC.BZIG.BZIB.BZIMGZMCRZIMG.BZMGZGZIGR.Z.ZIDPRDZRDCGZRMGMCDMGZMGZIMGID>

4.0	P	Exit	5	3	<IZIRDGGR..PCG..CGR.P.CG..G.G.PCRC.BZIG.BZIB.BZI.GZ.CRZI.G.BZ.GZGZIGR.Z.ZIDPRDZRDCGZR.G.CD.GZ.GZI.GID>

4.0	C	Exit	11	3	<IZIRDGGR...CG..CGR...CG..G.G..CRC.BZIG.BZIB.BZI.GZ.CRZI.G.BZ.GZGZIGR.Z.ZID.RDZRDCGZR.G.CD.GZ.GZI.GID>

4.0	I	Exit	17	2	<IZIRDGGR....G...GR....G..G.G...R..BZIG.BZIB.BZI.GZ..RZI.G.BZ.GZGZIGR.Z.ZID.RDZRD.GZR.G..D.GZ.GZI.GID>
4.1	G	5	HIT	-
4.1	R	0	HIT	-
4.1	B	0	HIT	-
4.1	Z	27	MISS	-
4.1	R	28	HIT	-
4.1	D	3	MISS	-
4.2	G	5	HIT	-
4.2	R	4	HIT	-
4.2	B	1	HIT	-
4.2	Z	2	HIT	-
4.2	R	29	HIT	-
4.2	D	9	HIT	-
4.3	G	11	HIT	-
4.3	R	3	HIT	-
4.3	B	3	HIT	-
4.3	Z	3	HIT	-
4.3	R	28	HIT	-
4.3	D	10	MISS	-
4.4	G	10	HIT	-
4.4	R	4	HIT	-
4.4	B	2	HIT	-
4.4	Z	4	MISS	-
4.4	R	10	MISS	-
4.4	D	9	HIT	-
4.5	G	4	HIT	-
4.5	R	3	HIT	-
4.5	B	3	HIT	-
4.5	Z	9	MISS	-
4.5	R	11	MISS	-
4.5	D	1	MISS	-
4.6	G	3	MISS	-
4.6	R	3	HIT	-
4.6	B	4	HIT	-
4.6	Z	15	HIT	-
4.6	R	23	MISS	-
4.6	D	0	HIT	-
4.7	G	4	HIT	-
4.7	R	3	HIT	-
4.7	B	3	HIT	-
4.7	Z	15	HIT	-
4.7	R	23	HIT	-
4.7	D	1	HIT	-
4.8	G	11	HIT	-
4.8	R	2	HIT	-
4.8	B	2	HIT	-
4.8	Z	15	HIT	-
4.8	R	22	MISS	-
4.8	D	2	MISS	-
4.9	G	12	HIT	-
4.9	R	2	HIT	-
4.9	B	1	HIT	-
4.9	Z	16	HIT	-
4.9	R	22	HIT	-
4.9	D	1	HIT	-
5.0	R	4	HIT	-
5.0	R	22	HIT	-
5.0	D	1	HIT	-

5.0	G	Exit	31	4	<ZZDRDGDZRZRDGRRDGR....G..G.G...R..BZ.G.BZ.B.BZ..GZ..RZ..G.BZ.GZGZ.GR.Z.Z.D.RDZRD.GZR.G..D.GZ.GZ..G.D>

5.0	B	Exit	5	3	<ZZDRD.DZRZRD.RRD.R.............R..BZ...BZ.B.BZ...Z..RZ....BZ..Z.Z..R.Z.Z.D.RDZRD..ZR....D..Z..Z....D>

5.0	Z	Exit	31	3	<ZZDRD.DZRZRD.RRD.R.............R...Z....Z....Z...Z..RZ.....Z..Z.Z..R.Z.Z.D.RDZRD..ZR....D..Z..Z....D>
5.1	R	3	HIT	-
5.1	R	23	HIT	-
5.1	D	1	HIT	-
5.2	R	3	HIT	-
5.2	R	22	HIT	-
5.2	D	0	HIT	-
5.3	R	2	HIT	-
5.3	R	6	MISS	-
5.3	D	0	HIT	-
5.4	R	1	HIT	-
5.4	R	5	MISS	-
5.4	D	5	HIT	-
5.5	R	3	HIT	-
5.5	R	24	MISS	-
5.5	D	5	HIT	-
5.6	R	4	HIT	-
5.6	R	10	HIT	-
5.6	D	4	MISS	-
5.7	R	4	HIT	-
5.7	R	9	MISS	-
5.7	D	4	HIT	-
5.8	R	0	MISS	-
5.8	R	19	MISS	-
5.8	D	4	HIT	-
5.9	R	0	HIT	-
5.9	R	18	MISS	-
5.9	D	7	HIT	-
6.0	R	2	HIT	-

6.0	R	Exit	5	5	<RRDRDRDDRRRDRRRDRR.............R....................R..............R.....D.RD.RD...R....D..........D>

6.0	D	Exit	11	3	<..D.D.DD...D...D.........................................................D..D..D........D..........D>
6.1	R	1	MISS	-
6.2	R	1	HIT	-
6.3	R	27	MISS	-
6.4	R	27	HIT	-
6.5	R	27	HIT	-
6.6	R	28	MISS	-
6.7	R	27	HIT	-
6.8	R	27	HIT	-
6.9	R	11	MISS	-

7.0	R	Exit	31	4	<RRRR................................................................................................>

Simulation Results:
Total References: 371
Hits: 241, Misses: 130
Hit Ratio: 0.65, Miss Ratio: 0.35
Processes Swapped In: 11

Average Results for FIFO Algorithm 
Average Hit Ratio: 0.64
Average Miss Ratio: 0.36
Average Processes Swapped-In: 11.00
