
Running MFU Algorithm Simulation
Time	Process	Page	Result	Evicted
2.8	Y	7	HIT	-
2.8	U	13	MISS	-
2.8	V	1	HIT	-
2.9	W	8	HIT	-
2.9	Y	7	HIT	-
2.9	U	14	MISS	-
2.9	V	2	HIT	-
3.0	A	Enter	17	2	<WY.YW.WY..WYY.WY.Y..WY...W.U.W..YU.YUYUYVVYUUVYUUUU.................................................>

3.0	A	0	MISS	-
3.0	M	Enter	5	4	<WY.YW.WY..WYY.WY.Y..WY...W.U.W..YU.YUYUYVVYUUVYUUUUA................................................>

3.0	M	0	MISS	-
3.0	K	Enter	17	2	<WY.YW.WY..WYY.WY.Y..WY...W.U.W..YU.YUYUYVVYUUVYUUUUAM...............................................>

3.0	K	0	MISS	-
3.0	Y	13	HIT	-
3.0	V	3	MISS	-
3.0	A	15	MISS	-
3.0	M	2	MISS	-
3.0	K	11	MISS	-

3.0	W	Exit	11	3	<WY.YW.WY..WYY.WY.Y..WY...W.U.W..YU.YUYUYVVYUUVYUUUUAMKVAMK..........................................>

3.0	U	Exit	31	2	<.Y.Y...Y...YY..Y.Y...Y.....U....YU.YUYUYVVYUUVYUUUUAMKVAMK..........................................>
3.1	Y	12	HIT	-
3.1	V	3	HIT	-
3.1	A	14	MISS	-
3.1	M	1	MISS	-
3.1	K	12	MISS	-
3.2	Y	13	HIT	-
3.2	V	1	HIT	-
3.2	A	6	MISS	-
3.2	M	0	HIT	-
3.2	K	11	HIT	-
3.3	Y	14	HIT	-
3.3	V	4	MISS	-
3.3	A	6	HIT	-
3.3	M	4	MISS	-
3.3	K	11	HIT	-
3.4	Y	13	HIT	-
3.4	V	4	HIT	-
3.4	A	4	MISS	-
3.4	M	0	HIT	-
3.4	K	11	HIT	-
3.5	Y	4	HIT	-
3.5	V	1	HIT	-
3.5	A	4	HIT	-
3.5	M	2	HIT	-
3.5	K	12	HIT	-
3.6	Y	5	HIT	-
3.6	V	0	HIT	-
3.6	A	3	MISS	-
3.6	M	3	MISS	-
3.6	K	15	MISS	-
3.7	Y	5	HIT	-
3.7	V	4	HIT	-
3.7	A	3	HIT	-
3.7	M	3	HIT	-
3.7	K	14	MISS	-
3.8	Y	6	HIT	-
3.8	V	3	HIT	-
3.8	A	10	MISS	-
3.8	M	0	HIT	-
3.8	K	15	HIT	-
3.9	Y	7	HIT	-
3.9	V	3	HIT	-
3.9	A	6	HIT	-
3.9	M	1	HIT	-
3.9	K	3	MISS	-
4.0	B	Enter	11	1	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAK.............................>

4.0	B	0	MISS	-
4.0	E	Enter	11	4	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKB............................>

4.0	E	0	MISS	-
4.0	R	Enter	5	1	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKBE...........................>

4.0	R	0	MISS	-
4.0	Y	6	HIT	-
4.0	V	4	HIT	-
4.0	A	9	MISS	-
4.0	M	4	HIT	-
4.0	K	3	HIT	-
4.0	B	10	MISS	-
4.0	E	0	HIT	-
4.0	R	3	MISS	-
4.1	Y	5	HIT	-
4.1	V	0	HIT	-
4.1	A	13	MISS	-
4.1	M	4	HIT	-
4.1	K	14	HIT	-
4.1	B	2	MISS	-
4.1	E	0	HIT	-
4.1	R	3	HIT	-
4.2	Y	4	HIT	-
4.2	V	3	HIT	-
4.2	A	13	HIT	-
4.2	M	4	HIT	-
4.2	K	15	HIT	-
4.2	B	1	MISS	-
4.2	E	10	MISS	-
4.2	R	0	HIT	-
4.3	Y	5	HIT	-
4.3	V	3	HIT	-
4.3	A	13	HIT	-
4.3	M	4	HIT	-
4.3	K	4	MISS	-
4.3	B	1	HIT	-
4.3	E	8	MISS	-
4.3	R	4	MISS	-
4.4	Y	6	HIT	-
4.4	V	1	HIT	-
4.4	A	12	MISS	-
4.4	M	3	HIT	-
4.4	K	4	HIT	-
4.4	B	0	HIT	-
4.4	E	9	MISS	-
4.4	R	4	HIT	-
4.5	Y	6	HIT	-
4.5	V	0	HIT	-
4.5	A	13	HIT	-
4.5	M	4	HIT	-
4.5	K	4	HIT	-
4.5	B	0	HIT	-
4.5	E	8	HIT	-
4.5	R	1	MISS	-
4.6	Y	6	HIT	-
4.6	V	0	HIT	-
4.6	A	14	HIT	-
4.6	M	2	HIT	-
4.6	K	3	HIT	-
4.6	B	10	HIT	-
4.6	E	3	MISS	-
4.6	R	3	HIT	-
4.7	Y	7	HIT	-
4.7	V	1	HIT	-
4.7	A	13	HIT	-
4.7	M	1	HIT	-
4.7	K	3	HIT	-
4.7	B	5	MISS	-
4.7	E	3	HIT	-
4.7	R	4	HIT	-
4.8	Y	8	HIT	-
4.8	V	3	HIT	-
4.8	A	14	HIT	-
4.8	M	4	HIT	-
4.8	K	2	MISS	-
4.8	B	4	MISS	-
4.8	E	3	HIT	-
4.8	R	3	HIT	-
4.9	Y	9	MISS	-
4.9	V	3	HIT	-
4.9	A	14	HIT	-
4.9	M	3	HIT	-
4.9	K	3	HIT	-
4.9	B	5	HIT	-
4.9	E	4	MISS	-
4.9	R	4	HIT	-
5.0	F	Enter	31	5	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKBERABRABBEKERAEREBKBYE.......>

5.0	F	0	MISS	-
5.0	L	Enter	11	5	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKBERABRABBEKERAEREBKBYEF......>

5.0	L	0	MISS	-
5.0	M	Enter	31	1	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKBERABRABBEKERAEREBKBYEFL.....>

5.0	M	0	HIT	-
5.0	V	2	HIT	-
5.0	M	4	HIT	-
5.0	E	2	MISS	-
5.0	F	21	MISS	-
5.0	L	0	HIT	-
5.0	M	0	HIT	-

5.0	Y	Exit	17	5	<.Y.Y...Y...YY..Y.Y...Y..........Y..Y.Y.YVVY..VY....AMKVAMKAMKAVMAAMKKAKBERABRABBEKERAEREBKBYEFLEF...>

5.0	A	Exit	17	2	<........................................VV...V.....AMKVAMKAMKAVMAAMKKAKBERABRABBEKERAEREBKB.EFLEF...>

5.0	K	Exit	17	2	<........................................VV...V......MKV.MK.MK.VM..MKK.KBER.BR.BBEKER.EREBKB.EFLEF...>

5.0	B	Exit	11	1	<........................................VV...V......M.V.M..M..VM..M....BER.BR.BBE.ER.EREB.B.EFLEF...>

5.0	R	Exit	5	1	<........................................VV...V......M.V.M..M..VM..M.....ER..R...E.ER.ERE....EFLEF...>
5.1	V	1	HIT	-
5.1	M	3	HIT	-
5.1	E	1	MISS	-
5.1	F	20	MISS	-
5.1	L	6	MISS	-
5.1	M	30	MISS	-
5.2	V	0	HIT	-
5.2	M	2	HIT	-
5.2	E	1	HIT	-
5.2	F	25	MISS	-
5.2	L	0	HIT	-
5.2	M	0	HIT	-
5.3	V	0	HIT	-
5.3	M	3	HIT	-
5.3	E	2	HIT	-
5.3	F	26	MISS	-
5.3	L	0	HIT	-
5.3	M	0	HIT	-
5.4	V	1	MISS	-
5.4	M	2	HIT	-
5.4	E	1	HIT	-
5.4	F	2	MISS	-
5.4	L	10	MISS	-
5.4	M	30	HIT	-
5.5	V	1	HIT	-
5.5	M	2	HIT	-
5.5	E	5	MISS	-
5.5	F	14	MISS	-
5.5	L	7	MISS	-
5.5	M	16	MISS	-
5.6	V	1	HIT	-
5.6	M	2	MISS	-
5.6	E	9	HIT	-
5.6	F	27	MISS	-
5.6	L	8	MISS	-
5.6	M	16	HIT	-
5.7	V	1	MISS	-
5.7	M	4	MISS	-
5.7	E	6	MISS	-
5.7	F	27	HIT	-
5.7	L	9	MISS	-
5.7	M	17	MISS	-
5.8	V	1	HIT	-
5.8	M	0	MISS	-
5.8	E	5	HIT	-
5.8	F	26	HIT	-
5.8	L	4	MISS	-
5.8	M	18	MISS	-
5.9	V	0	MISS	-
5.9	M	4	HIT	-
5.9	E	4	HIT	-
5.9	F	22	MISS	-
5.9	L	3	MISS	-
5.9	M	18	HIT	-
6.0	M	0	HIT	-
6.0	E	5	MISS	-
6.0	F	21	HIT	-
6.0	L	4	HIT	-

6.0	V	Exit	5	5	<........................................EF...L......M.F.E..L..LF..L.....L.......E.M..M.V....FFLEFMFL>

6.0	M	Exit	31	1	<........................................EF...L......M.F.E..L..LF..L.....L.......E.M..M......FFLEFMFL>
6.1	M	0	MISS	-
6.1	E	10	HIT	-
6.1	F	21	HIT	-
6.1	L	6	HIT	-
6.2	M	4	MISS	-
6.2	E	9	MISS	-
6.2	F	21	MISS	-
6.2	L	6	HIT	-
6.3	M	4	HIT	-
6.3	E	10	MISS	-
6.3	F	21	HIT	-
6.3	L	6	MISS	-
6.4	M	0	HIT	-
6.4	E	0	MISS	-
6.4	F	4	MISS	-
6.4	L	5	MISS	-
6.5	M	0	MISS	-
6.5	E	0	HIT	-
6.5	F	3	MISS	-
6.5	L	5	MISS	-
6.6	M	1	MISS	-
6.6	E	0	MISS	-
6.6	F	3	HIT	-
6.6	L	5	MISS	-
6.7	M	3	MISS	-
6.7	E	0	MISS	-
6.7	F	2	HIT	-
6.7	L	4	MISS	-
6.8	M	3	MISS	-
6.8	E	9	HIT	-
6.8	F	1	MISS	-
6.8	L	1	MISS	-
6.9	M	1	MISS	-
6.9	E	1	MISS	-
6.9	F	1	HIT	-
6.9	L	2	MISS	-
7.0	E	1	HIT	-
7.0	F	3	MISS	-
7.0	L	2	HIT	-

7.0	M	Exit	5	4	<........................................FF...L........F.E..L..LL..L.....L.......L...........FFLLF.FE>
7.1	E	0	MISS	-
7.1	F	3	HIT	-
7.1	L	2	MISS	-
7.2	E	10	HIT	-
7.2	F	3	MISS	-
7.2	L	2	HIT	-
7.3	E	10	MISS	-
7.3	F	2	MISS	-
7.3	L	7	HIT	-
7.4	E	2	MISS	-
7.4	F	1	MISS	-
7.4	L	3	HIT	-
7.5	E	1	MISS	-
7.5	F	1	HIT	-
7.5	L	1	MISS	-
7.6	E	2	HIT	-
7.6	F	1	MISS	-
7.6	L	1	HIT	-
7.7	E	3	MISS	-
7.7	F	0	HIT	-
7.7	L	5	HIT	-
7.8	E	5	HIT	-
7.8	F	1	HIT	-
7.8	L	7	MISS	-
7.9	E	4	MISS	-
7.9	F	30	MISS	-
7.9	L	6	HIT	-
8.0	F	29	MISS	-
8.0	L	7	HIT	-

8.0	E	Exit	11	4	<........................................EF...L........F.E..L..FL..L.....L.......E...........FFELF.FF>
8.1	F	13	MISS	-
8.1	L	8	HIT	-
8.2	F	14	HIT	-
8.2	L	0	MISS	-
8.3	F	15	MISS	-
8.3	L	0	HIT	-
8.4	F	14	MISS	-
8.4	L	0	MISS	-
8.5	F	15	HIT	-
8.5	L	10	HIT	-
8.6	F	14	HIT	-
8.6	L	2	MISS	-
8.7	F	15	HIT	-
8.7	L	2	HIT	-
8.8	F	8	MISS	-
8.8	L	2	HIT	-
8.9	F	4	HIT	-
8.9	L	1	MISS	-
9.0	F	4	HIT	-
9.0	L	8	MISS	-
9.1	F	1	MISS	-
9.1	L	5	MISS	-
9.2	F	26	MISS	-
9.2	L	4	HIT	-
9.3	F	26	HIT	-
9.3	L	5	MISS	-
9.4	F	27	MISS	-
9.4	L	5	HIT	-
9.5	F	27	HIT	-
9.5	L	6	MISS	-
9.6	F	28	MISS	-
9.6	L	9	HIT	-
9.7	F	5	MISS	-
9.7	L	8	HIT	-
9.8	F	6	MISS	-
9.8	L	6	HIT	-
9.9	F	29	HIT	-
9.9	L	8	MISS	-

10.0	F	Exit	31	5	<.........................................L...F........F....F..FF..F.....F...................FF.LF.FF>

10.0	L	Exit	11	5	<.........................................L.....................................................L....>

Simulation Results:
Total References: 446
Hits: 262, Misses: 184
Hit Ratio: 0.59, Miss Ratio: 0.41
Processes Swapped In: 16

Average Results for MFU Algorithm 
Average Hit Ratio: 0.64
Average Miss Ratio: 0.36
Average Processes Swapped-In: 13.60
